reseñas_humanas,nombre_producto,categoria_producto,longitud,idioma,idioma_original
"Es un producto de calidad no alta pero cumple su cometido perfectamente.Por experiencia en determinadas habitaciones la iluminación cuando está apagada no destaca ni atrae la atención  y encendida no se ve su formato por lo que gastarse demasiado dinero en poner algo de calidad madera, aluminio etc no tiene relevancia estética. En resume si buscas algo funcional de fácil instalación y que tengas prestaciones necesarias, regular intensidad y calor de luz cumple sobradamente.Nota al fabricante, añadiría una regleta de conexión cerrada facilitaría la instalación y no supone un coste significativo","        OUILA Plafon LED Techo Regulable, 24W 2000LM Lampara Techo con Mando a Distancia, IP44 Ø28cm Lampara LED Techo Plafones para Techo Led para Dormitorio Cocina Salon Baño Comedor Pasillo       ",Los más vendidos en Iluminación,600,es,es
"Queda fenomenal en el dormitorio. Es muy delgado, minimalista y muy cómodo con el mando para elegir que tipo de luz deseas. Es el segundo que compro y estoy encantada. Lo recomiendo sin ninguna pega por mi parte","        OUILA Plafon LED Techo Regulable, 24W 2000LM Lampara Techo con Mando a Distancia, IP44 Ø28cm Lampara LED Techo Plafones para Techo Led para Dormitorio Cocina Salon Baño Comedor Pasillo       ",Los más vendidos en Iluminación,211,es,es
"He comprado el pack de 2, OUILA 2PCS Plafon LED Techo Regulable,24W 2000LM Lampara Techo con Mando a DistanciaHe puesto el teléfono en slow motion, y he grabado para ver el flicker-parpardeo, 0. absolutamente impecable. Lo tengo en los 2 baños. Requiere 3 tornillos, he usado fishers del 5, podría haberlo hecho con algo incluso mas pequeño.La base de montaje está genial si no tienes agujero en el techo que se coma los cables y el enganche entre ellos.El angulo de luz es tremendo, voy a comprar varios paquetes mas de 2 para el resto de la casa. De hecho por eso me he acordado de escribir la reseña.","        OUILA Plafon LED Techo Regulable, 24W 2000LM Lampara Techo con Mando a Distancia, IP44 Ø28cm Lampara LED Techo Plafones para Techo Led para Dormitorio Cocina Salon Baño Comedor Pasillo       ",Los más vendidos en Iluminación,603,es,es
Fácil de instalar. Tiene tres tipos de intensidad. Muy práctico cuando no tienes interruptor en el punto de luz. Estéticamente es muy bonito y elegante.,"        OUILA Plafon LED Techo Regulable, 24W 2000LM Lampara Techo con Mando a Distancia, IP44 Ø28cm Lampara LED Techo Plafones para Techo Led para Dormitorio Cocina Salon Baño Comedor Pasillo       ",Los más vendidos en Iluminación,152,es,es
Es una lámpara con tres tipos de luz y control de la misma con el mando,"        OUILA Plafon LED Techo Regulable, 24W 2000LM Lampara Techo con Mando a Distancia, IP44 Ø28cm Lampara LED Techo Plafones para Techo Led para Dormitorio Cocina Salon Baño Comedor Pasillo       ",Los más vendidos en Iluminación,71,es,es
Está muy bien y a buen precio,"        OUILA Plafon LED Techo Regulable, 24W 2000LM Lampara Techo con Mando a Distancia, IP44 Ø28cm Lampara LED Techo Plafones para Techo Led para Dormitorio Cocina Salon Baño Comedor Pasillo       ",Los más vendidos en Iluminación,29,es,es
"Gran producto, fácil de montar y con una excelente iluminación. Lo compraré de nuevo.","        OUILA Plafon LED Techo Regulable, 24W 2000LM Lampara Techo con Mando a Distancia, IP44 Ø28cm Lampara LED Techo Plafones para Techo Led para Dormitorio Cocina Salon Baño Comedor Pasillo       ",Los más vendidos en Iluminación,70,de,de
"El plafón tiene un bonito diseño, es ligero y ya tiene los clips listos para la instalación, 2 tacos y ya está montado. El control remoto se utiliza para ajustar la temperatura del color y la intensidad, además de encenderlo/apagarlo, pero una vez encendido desde el control remoto la primera vez, luego se usa el interruptor habitual para encenderlo y apagarlo. El control remoto solo se utiliza para ajustes eventuales que quedan memorizados. Recomendado. 

¿Hay algo más en lo que pueda ayudarte?","        OUILA Plafon LED Techo Regulable, 24W 2000LM Lampara Techo con Mando a Distancia, IP44 Ø28cm Lampara LED Techo Plafones para Techo Led para Dormitorio Cocina Salon Baño Comedor Pasillo       ",Los más vendidos en Iluminación,434,it,it
"Esta lámpara de techo con LED proporciona una iluminación muy buena en tu baño y es fácil de instalar y usar. El control remoto incluido permite ajustar la intensidad de la iluminación, así como el tipo de luz deseado. Buena relación calidad-precio.","        OUILA Plafon LED Techo Regulable, 24W 2000LM Lampara Techo con Mando a Distancia, IP44 Ø28cm Lampara LED Techo Plafones para Techo Led para Dormitorio Cocina Salon Baño Comedor Pasillo       ",Los más vendidos en Iluminación,252,fr,fr
"Una lámpara decente y brillante. La calidad no es impresionante, pero es adecuada para el precio (es decir, decente). El mando a distancia incluido (funciona con dos pilas AAA) permite ajustar el brillo y la temperatura de color. También enciende las configuraciones predefinidas y el temporizador. En mi opinión, el rango de ajuste de brillo es menor de lo declarado por el vendedor (la lámpara al mínimo brilla bastante). La lámpara guarda los ajustes incluso cuando se apaga con el interruptor de pared. Solo hay que recordar que cambiar rápidamente el interruptor de pared realiza un cambio en las configuraciones predefinidas. Sin embargo, si se vuelve a encender unos segundos después de apagarlo, la lámpara se encenderá con los ajustes actuales al momento de apagarla. Mi ejemplar llegó con una pequeña grieta en el borde de la lámpara. La culpa es del empleado que empacó el producto, ya que el contenido no fue protegido adecuadamente (la pequeña caja con la lámpara fue colocada dentro de una caja más grande de Amazon y ""protegida"" solo con un pequeño rollito de papel, lo que permitió que se deslizara libremente dentro de la caja más grande).","        OUILA Plafon LED Techo Regulable, 24W 2000LM Lampara Techo con Mando a Distancia, IP44 Ø28cm Lampara LED Techo Plafones para Techo Led para Dormitorio Cocina Salon Baño Comedor Pasillo       ",Los más vendidos en Iluminación,1030,pl,pl
"Muy luminoso con 3 modos de color blanco cálido, blanco frío y blanco. Posibilidad de ajustar el nivel de intensidad de la luz con un control remoto muy práctico y de buena calidad.","        OUILA Plafon LED Techo Regulable, 24W 2000LM Lampara Techo con Mando a Distancia, IP44 Ø28cm Lampara LED Techo Plafones para Techo Led para Dormitorio Cocina Salon Baño Comedor Pasillo       ",Los más vendidos en Iluminación,171,fr,fr
"Tiene un tamaño perfecto, la luz que emite está muy bien: ni muy blanca ni muy ""amarilla"". Me encanta que se pueda apagar, dejar encendida o que se encienda según movimiento; pero la genialidad es que además del movimiento también tiene en cuenta si hay luz... asi que genial.Es poco intuitivo el tema de ajustar la intensidad, pero una vez leidas las instrucciones, ya sabes cómo funciona.Buen producto a un precio razonable.","        Luz Nocturna con Sensor de Movimiento, [2 Piezas] Luz Nocturna Infantil Regulable 3 Modos (ON/AUTO/OFF), Luz de Noche 3500K Blanco Cálido para Armario, Pasillo, Escalera, Cocina, Habitación, Sala       ",Los más vendidos en Iluminación,426,es,es
"Los hemos comprado para no tener que dar las luces por la noche para no despertar al bebé. Funcionan genial, luz cálida y se activan muy rápido. Tienen el tiempo justo de iluminación","        Luz Nocturna con Sensor de Movimiento, [2 Piezas] Luz Nocturna Infantil Regulable 3 Modos (ON/AUTO/OFF), Luz de Noche 3500K Blanco Cálido para Armario, Pasillo, Escalera, Cocina, Habitación, Sala       ",Los más vendidos en Iluminación,182,es,es
"funciona bien pero el sensor no alcanza tan lejos, ~2 metros","        Luz Nocturna con Sensor de Movimiento, [2 Piezas] Luz Nocturna Infantil Regulable 3 Modos (ON/AUTO/OFF), Luz de Noche 3500K Blanco Cálido para Armario, Pasillo, Escalera, Cocina, Habitación, Sala       ",Los más vendidos en Iluminación,60,es,es
La verdad es qué para dar un punto de luz sin necesidad de estar encendiendo y apagando.Volveré a pedirlas para más habitaciones.,"        Luz Nocturna con Sensor de Movimiento, [2 Piezas] Luz Nocturna Infantil Regulable 3 Modos (ON/AUTO/OFF), Luz de Noche 3500K Blanco Cálido para Armario, Pasillo, Escalera, Cocina, Habitación, Sala       ",Los más vendidos en Iluminación,129,es,es
"A los pocos meses de recibirlos,  dejaron de funcionar. Contacté con el comprador y me ha reenviado otras 2 unidades. Estoy muy satisfecha con esta compra","        Luz Nocturna con Sensor de Movimiento, [2 Piezas] Luz Nocturna Infantil Regulable 3 Modos (ON/AUTO/OFF), Luz de Noche 3500K Blanco Cálido para Armario, Pasillo, Escalera, Cocina, Habitación, Sala       ",Los más vendidos en Iluminación,154,es,es
Detectan la presencia a unos 4 metros y es muy útil si tienes niños o gente mayor en casa que acostumbra a ir al aseo por las noches sin encender la luz.,"        Luz Nocturna con Sensor de Movimiento, [2 Piezas] Luz Nocturna Infantil Regulable 3 Modos (ON/AUTO/OFF), Luz de Noche 3500K Blanco Cálido para Armario, Pasillo, Escalera, Cocina, Habitación, Sala       ",Los más vendidos en Iluminación,153,es,es
"Uno se ha achicharrado que puse en el baño, será del bajo, con otro es de AliExpress lo me ha pasado! Pero para zonas no húmedas van perfectos y funciona muy bien","        Luz Nocturna con Sensor de Movimiento, [2 Piezas] Luz Nocturna Infantil Regulable 3 Modos (ON/AUTO/OFF), Luz de Noche 3500K Blanco Cálido para Armario, Pasillo, Escalera, Cocina, Habitación, Sala       ",Los más vendidos en Iluminación,162,es,es
Estas luces nocturnas son geniales para levantarse sin despertar a todos ni lastimar los ojos con la luz de las lámparas habituales. Los sensores son excelentes y la luz es ajustable. ¡Muy buen producto!,"        Luz Nocturna con Sensor de Movimiento, [2 Piezas] Luz Nocturna Infantil Regulable 3 Modos (ON/AUTO/OFF), Luz de Noche 3500K Blanco Cálido para Armario, Pasillo, Escalera, Cocina, Habitación, Sala       ",Los más vendidos en Iluminación,199,fr,fr
"Necesitaba un quitamiedos con sensor de movimiento para iluminar un poco el pasillo en la oscuridad cuando sea necesario, sin tener que correr siempre hacia el interruptor de la luz y encender la iluminación completa del techo. Cuando llegó el paquete (juego de 2), al principio pensé que las luces eran muy pequeñas y no estaba seguro de si proporcionarían suficiente luz. Sin embargo, la primera prueba en la oscuridad me convenció por completo. El sensor de movimiento reacciona de inmediato, y una distancia de aproximadamente 3,5 metros no fue ningún problema en absoluto. La luz es lo suficientemente brillante. Sin embargo, hay que tener en cuenta que aquellos que quieran iluminar su pasillo o habitaciones completas con este producto no quedarán satisfechos. Con estas luces, se puede llevar un poco de luz al pasillo, por ejemplo, cuando se camina por él en la oscuridad y se necesita luz para no tropezar con algo. Estas luces no están destinadas para más que eso. El temporizador también funciona perfectamente, la luz se apaga aproximadamente después de 30 segundos. Las luces están diseñadas de manera que la luz se emite hacia abajo. Por lo tanto, no se produce deslumbramiento. Si se colocan las luces en la toma de corriente al revés, se obtiene una pequeña ""luz de techo"", pero obviamente la luz deslumbrará desde abajo. En resumen, puedo decir que estas luces brindan mucha luz para su diseño compacto, hacen exactamente lo que deben hacer y el precio es completamente adecuado. Recomiendo su compra sin dudarlo.","        Luz Nocturna con Sensor de Movimiento, [2 Piezas] Luz Nocturna Infantil Regulable 3 Modos (ON/AUTO/OFF), Luz de Noche 3500K Blanco Cálido para Armario, Pasillo, Escalera, Cocina, Habitación, Sala       ",Los más vendidos en Iluminación,1399,de,de
"Gracias a los detectores, estas luces se encienden cuando se entra en la habitación donde están ubicadas. Muy útiles en las habitaciones cuando hay que levantarse por la noche. ¡Las recomiendo!","        Luz Nocturna con Sensor de Movimiento, [2 Piezas] Luz Nocturna Infantil Regulable 3 Modos (ON/AUTO/OFF), Luz de Noche 3500K Blanco Cálido para Armario, Pasillo, Escalera, Cocina, Habitación, Sala       ",Los más vendidos en Iluminación,181,fr,fr
"Me he quedado impresionado por tres razones: 1. El Sensor de Movimiento es rápido y confiable, incluso a una distancia de aproximadamente 2 metros es efectivo y no falla; 2. La luminosidad es perfecta y, gracias a su diseño cuidadoso, no molesta a los ojos durante la noche, incluso si se coloca a diferentes alturas; 3. Excelente diseño y calidad de los materiales. ¡El producto es muy recomendable! Excelente producto.","        Luz Nocturna con Sensor de Movimiento, [2 Piezas] Luz Nocturna Infantil Regulable 3 Modos (ON/AUTO/OFF), Luz de Noche 3500K Blanco Cálido para Armario, Pasillo, Escalera, Cocina, Habitación, Sala       ",Los más vendidos en Iluminación,401,it,it
